cas_number,label,table_link,db_id,indication
9000-94-6,Antithrombin III human,1879X1898,,Antithrombin III human is a human antithrombin (AT) indicated in patients with hereditary antithrombin deficiency for the treatment and prevention of thromboembolism and prevention of peri-operative and peri-partum thromboembolism
125-33-7,Primidone,1880X1631,DB00794,For the treatment of epilepsy
,Adenosine-2'-5'-Diphosphate,1880X1669,DB02098,
,"4-CHLORO-6-(4-PIPERAZIN-1-YL-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",1880X1799,,
,"4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine",1880X1832,,
61-33-6,Benzylpenicillin,1881X1639,DB01053,"For use in the treatment of severe infections caused by penicillin G-susceptible microorganisms when rapid and high penicillin levels are required such as in the treatment of septicemia, meningitis, pericarditis, endocarditis and severe pneumonia."
,R1295,1881X1757,,Investigated for use/treatment in rheumatoid arthritis.
125-29-1,Hydrocodone,2250X1636,DB00956,"For relief of moderate to moderately severe pain. Also used for the symptomatic relief of nonproductive cough, alone or in combination with other antitussives or expectorants."
,"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium",2250X1675,DB02308,
,Motuporin,2250X1746,,
,(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,2250X1798,,
,"N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine",2250X1830,,
97-00-7,Dinitrochlorobenzene,2250X1905,,
22494-42-4,Diflunisal,2251X1633,DB00861,"For symptomatic treatment of mild to moderate pain accompanied by inflammation (e.g. musculoskeletal trauma, post-dental extraction, post-episiotomy), osteoarthritis, and rheumatoid arthritis."
,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,2251X1747,,
,"(R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)PHENETHYL)GUANIDINE",2251X1798,,
,5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine,2251X1831,,
1403-66-3,Gentamicin,2252X1631,DB00798,"For treatment of serious infections caused by susceptible strains of the following microorganisms: <i>P. aeruginosa</i>, <i>Proteus</i> species (indole-positive and indole-negative), <i>E. coli</i>, <i>Klebsiella-Enterobactor-Serratia</i> species, <i>Citrobacter</i> species and <i>Staphylococcus</i> species (coagulase-positive and coagulase-negative)."
,SP1049C,2252X1753,,Intended for the treatment of carcinoma of the oesophagus.
,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(R)-HYDROXY[(1R)-2-METHYL-1-{[(3-PHENYLPROPYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID,2252X1800,,
544-63-8,Myristic acid,2252X1833,,
71160-24-2,Leukotriene B4,2252X1939,,
76824-35-6,Famotidine,2253X1635,DB00927,For the treatment of peptic ulcer disease (PUD) and gastroesophageal reflux disease (GERD).
,"N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid",2253X1711,DB03546,
133737-32-3,Pagoclone,2253X1751,,For the potential treatment of panic and anxiety disorders.
,2-[2-(4-CHLORO-PHENYLSULFANYL)-ACETYLAMINO]-3-(4-GUANIDINO-PHENYL)-PROPIONAMIDE,2253X1799,,
610798-31-7,Icotinib,2253X1902,,"Icotinib hydrochloride is a novel epidermal growth factor receptor (EGFR)–tyrosine kinase inhibitor, exhibits encouraging efficacy and tolerability in patients with advanced non-small-cell lung cancer (NSCLC) who failed previous chemotherapy."
67227-56-9,Fenoldopam,2254X1631,DB00800,"For the in-hospital, short-term (up to 48 hours) management of severe hypertension when rapid, but quickly reversible, emergency reduction of blood pressure is clinically indicated, including malignant hypertension with deteriorating end-organ function."
447-05-2,Pyridoxine phosphate,2254X1672,DB02209,
,Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine,2254X1709,DB03476,
,{4-[(2R)-pyrrolidin-2-ylmethoxy]phenyl}(4-thiophen-3-ylphenyl)methanone,2254X1803,,
,3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,2254X1836,,
606143-89-9,Binimetinib,2254X1909,DB11967,"On June 27, 2018, the Food and Drug Administration approved encorafenib and binimetinib in combination patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test [L3335]."
28911-01-5,Triazolam,2255X1634,DB00897,For the short-term treatment of insomnia.
629-11-8,"Hexane-1,6-Diol",2255X1672,DB02210,
,2-[5-Hydroxy-3-Methyl-1-(2-Methyl-4-Sulfo-Phenyl)-1h-Pyrazol-4-Ylazo]-4-Sulfo-Benzoic Acid,2255X1708,DB03442,
160492-56-8,Osanetant,2255X1750,,"Potential therapy for schizophrenia, depression and visceral pain."
,"(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",2255X1801,,
,"4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME",2255X1836,,
63638-91-5,Brofaromine,2255X1950,,
1404-04-2,Neomycin,2256X1637,DB00994,"Topical uses include treatment for superficial eye infections caused by susceptible bacteria (used in combination with other antiinfectives), treatment of otitis externa caused by susceptible bacteria, treatment or prevention of bacterial infections in skin lesions, and use as a continuous short-term irrigant or rinse to prevent bacteriuria and gram negative rod bacteremia in abacteriuric patients with indwelling catheters. May be used orally to treat hepatic encephalopathy, as a perioperative prophylactic agent, and as an adjunct to fluid and electrolyte replacement in the treatment of diarrhea caused to enteropathogenic E. coli (EPEC)."
83-44-3,Deoxycholic Acid,2256X1713,DB03619,For improvement in appearance of moderate to severe fullness associated with submental fat in adults.
31036-80-3,Lofexidine,2256X1752,,"Lofexidine is indicated for mitigation of symptoms associated with acute withdrawal from opioids and for facilitation of the completion of opioid discontinuation treatment. It is the first non-opioid medication for the symptomatic management of opioid discontinuation.[L2801]    Opioid withdrawal syndrome is a debilitating manifestation of opioid dependence.[A33085] This condition is extremely unpleasant lasting several days with some of the main features being abdominal pain, nausea, diarrhea, mydriasis, lacrimation, and piloerection. These symptoms are often observed after abrupt reductions in the opioid dose and can be resolved by re-administration of the opioid.[A33088]"
,"4-[(3R)-3-Amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-(2,2,2-trifluoroethyl)-1,4-diazepan-2-one",2256X1804,,
,1-(biphenyl-4-ylmethyl)-1H-imidazole,2256X1837,,
1231929-97-7,Abemaciclib,2256X1910,,"* Indicated in combination with fulvestrant for the treatment of women with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer with disease progression following endocrine therapy.     * Inidicated as monotherapy for the treatment of adult patients with HR-positive, HER2-negative advanced or metastatic breast cancer with disease progression following endocrine therapy and prior chemotherapy in the metastatic setting."
,"(3e)-6'-Bromo-2,3'-Biindole-2',3(1h,1'h)-Dione 3-Oxime",2257X1708,DB03444,
,2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,2257X1794,,
,N-[(2R)-2-benzyl-4-(hydroxyamino)-4-oxobutanoyl]-L-alanine,2257X1827,,
31431-39-7,Mebendazole,2258X1626,DB00643,"For the treatment of <i>Enterobius vermicularis</i> (pinworm), <i>Trichuris trichiura</i> (whipworm), <i>Ascaris lumbricoides</i> (common roundworm), <i>Ancylostoma duodenale</i> (common hookworm), <i>Necator americanus</i> (American hookworm) in single or mixed infections."
,"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid",2258X1703,DB03276,
,"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",2258X1742,,
835-31-4,Naphazoline,2258X1787,,"Naphazoline is primarily indicated in conditions like Corneal vascularity, Hyperaemia, Itching, Nasal congestion, and can also be given in adjunctive therapy as an alternative drug of choice in Sinusitis"
,"5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide",2258X1822,,
943609-66-3,Vedolizumab,2258X1856,DB09033,"Vedolizumab is indicated for adult patients with moderately to severely active UC or CD who have had an inadequate response with, lost response to, or were intolerant to a tumor necrosis factor (TNF) blocker or immunomodulator; or had an inadequate response with, were intolerant to, or demonstrated dependence on corticosteroids."
76-73-3,Secobarbital,2259X1619,DB00418,For the Short-term treatment of intractable insomnia for patients habituated to barbiturates
,LY-517717,2259X1769,,Investigated for use/treatment in thrombosis and venous thromboembolism.
,4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE,2259X1814,,
72599-27-0,Miglustat,2260X1619,DB00419,"For the treatment of adult patients with mild to moderate type 1 (nonneuropathic) Gaucher's disease for whom enzyme replacement therapy is not a therapeutic option (e.g. due to constraints such as allergy, hypersensitivity, or poor venous access). Now approved in some countries for the treatment of progressive neurological symptoms in adult and pediatric patients with Niemann-Pick disease type C (NP-C)."
,Hemi-Babim,2260X1659,DB01767,
,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium",2260X1695,DB03005,
,(Hydroxyethyloxy)Tri(Ethyloxy)Octane,2260X1731,DB04233,
,6-MORPHOLIN-4-YL-9H-PURINE,2260X1849,,
40580-59-4,Guanadrel,2261X1613,DB00226,Used to treat and control hypertension.
,recombinant human GM-CSF,2261X1763,,Investigated for use/treatment in adverse effects (chemotherapy) and bone marrow transplant.
22862-76-6,Anisomycin,2261X1807,,
,N-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide,2261X1840,,
143090-92-0,Anakinra,2262X1605,DB00026,For the treatment of adult rheumatoid arthritis and treatment of Neonatal-Onset Multisystem Inflammatory Disease (NOMID).
63590-64-7,Terazosin,2262X1640,DB01162,For the treatment of symptomatic BPH and mild to moderate hypertension.
,Ghavamiol,2262X1678,DB02492,
,S-2-(Boronoethyl)-L-Cysteine,2262X1714,DB03731,
,AT9283,2262X1756,,"Investigated for use/treatment in cancer/tumors (unspecified), leukemia (myeloid), and solid tumors."
,"3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide",2262X1799,,
90-84-6,Diethylpropion,2263X1633,DB00937,Used in the management of exogenous obesity as a short-term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction.
,Bis-Benzamidine,2263X1666,DB02081,
,Alpha-D-Fucose,2263X1707,DB03485,
50-22-6,Corticosterone,2263X1741,,
,beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide,2263X1796,,
,"5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE",2263X1828,,
50-76-0,Dactinomycin,2264X1634,DB00970,"For the treatment of Wilms' tumor, childhood rhabdomyosarcoma, Ewing's sarcoma and metastatic, nonseminomatous testicular cancer as part of a combination chemotherapy and/or multi-modality treatment regimen"
,Fica,2264X1704,DB03384,
,"beta-D-fructofuranose 1,6-bisphosphate",2264X1738,DB04551,
,N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,2264X1789,,
1174277-80-5,Asfotase Alfa,2264X1856,,Indicated for the treatment of patients with perinatal/infantile and juvenile onset hypophosphatasia (HPP).
36791-04-5,Ribavirin,2265X1629,DB00811,Indicated for the treatment of chronic Hepatitis C virus (HCV) infection in combination with other antiviral agents with the intent to cure or achieve a sustained virologic response (SVR). Typically added to improve SVR and reduce relapse rates [A19644].    The addition of ribavirin in Technivie therapy indicated for treating HCV genotype 1a and 4 infections is recommended in patients with or without cirrhosis.     Resistance: viral genetic determinants resulting in variable response to ribavirin therapy has not been yet determined.
,2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide,2265X1665,DB02049,
,"(1'r,2's)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-Yl)Adenine",2265X1699,DB03216,
,3-Hydroxy-3-Methyl-Glutaric Acid,2265X1733,DB04377,
504-24-5,Dalfampridine,2265X1783,,Dalfampridine is a neurofunctional modifier that helps improve walking speed in patients with multiple sclerosis (MS).
,1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE,2265X1817,,
218949-48-5,Tesamorelin,2265X1849,,Tesamorelin acetate is a synthetic analogue of human hypothalamic Growth Hormone Releasing Factor (hGRF) indicated to induce and maintain a reduction of excess abdominal fat in HIV-infected patients with lipodystrophy.
82626-48-0,Zolpidem,1866X1621,DB00425,For the short-term treatment of insomnia.
915947-57-8,MDX-1303,1866X1776,,Investigated for use/treatment in anthrax exposure and bacterial infection.
,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,1866X1814,,
135-07-9,Methyclothiazide,1867X1615,DB00232,"For use in the management of hypertension either as the sole therapeutic agent or to enhance the effect of other antihypertensive drugs in the more severe forms of hypertension. Also used as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy."
57-43-2,Amobarbital,1867X1649,,
,CAT-213,1867X1766,,Investigated for use/treatment in allergic rhinitis.
,(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE,1867X1812,,
61563-24-4,"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",1867X1844,,
67-97-0,Cholecalciferol,1868X1613,DB00169,"For the treatment of vitamin D deficiency or insufficiency, refractory rickets (vitamin D resistant rickets), familial hypophosphatemia and hypoparathyroidism, and in the management of hypocalcemia and renal osteodystrophy in patients with chronic renal failure undergoing dialysis. Also used in conjunction with calcium in the management and prevention of primary or corticosteroid-induced osteoporosis."
116094-23-6,Insulin Aspart,1868X1648,,For the treatment of Type 1 or 2 diabetes mellitus. Should normally be used in conjunction with an intermediate or long-acting insulin.
133-32-4,3-Indolebutyric Acid,1868X1689,DB02740,
,L-Homoarginine,1868X1725,DB03974,
,HE3286,1868X1761,,For the treatment of rheumatoid arthritis and type 2 diabetes.
,"N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE",1868X1805,,
,"N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide",1868X1838,,
85-18-7,8-chlorotheophylline,1868X1959,,"When used in combination with [DB01075] as the antiemetic [DB00985], 8-chlorotheophylline  is indicated for the prevention and treatment of nausea, vomiting, or vertigo of motion sickness."
,Pantothenoylaminoethenethiol,1869X1718,DB03738,
,N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide,1869X1800,,
76543-88-9,"Interferon Alfa-2a, Recombinant",1870X1609,DB00034,"For the treatment of chronic hepatitis C, hairy cell leukemia, AIDS-related Kaposi's sarcoma, and chronic myelogenous leukemia. Also for the treatment of oral warts arising from HIV infection."
57-96-5,Sulfinpyrazone,1870X1643,DB01138,For the treatment of gout and gouty arthritis.
,Methoxy arachidonyl fluorophosphonate,1870X1681,DB02465,
7658-08-4,alpha-D-quinovopyranose,1870X1719,DB03773,
,Natural alpha interferon,1870X1762,,"Investigated for use/treatment in hepatitis (viral, C), leukemia (lymphoid), leukemia (myeloid), leukemia (unspecified), and melanoma."
,(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one,1870X1807,,
115256-11-6,Dofetilide,1871X1614,DB00204,For the maintenance of normal sinus rhythm (delay in time to recurrence of atrial fibrillation/atrial flutter [AF/AFl]) in patients with atrial fibrillation/atrial flutter of greater than one week duration who have been converted to normal sinus rhythm
,AL7182,1871X1685,DB02602,
,CYT006-AngQb,1871X1771,,Investigated for use/treatment in hypertension.
,"N-[2-(4-AMINO-5,8-DIFLUORO-1,2-DIHYDROQUINAZOLIN-2-YL)ETHYL]-3-FURAMIDE",1871X1807,,
,2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,1871X1839,,
102786-61-8,Coagulation factor VIIa Recombinant Human,1872X1609,DB00036,For treatment of hemorrhagic complications in hemophilia A and B
134523-00-5,Atorvastatin,1872X1641,DB01076,"May be used as primary prevention in individuals with multiple risk factors for coronary heart disease (CHD) and as secondary prevention in individuals with CHD to reduce the risk of myocardial infarction (MI), stroke, angina, and revascularization procedures. May be used to reduce the risk of cardiovascular events in patients with acute coronary syndrome (ACS). May be used in the treatment of primary hypercholesterolemia and mixed dyslipidemia, homozygous familial hypercholesterolemia, primary dysbetalipoproteinemia, and/or hypertriglyeridemia as an adjunct to dietary therapy to decrease serum total and low-density lipoprotein cholesterol (LDL-C), apolipoprotein B (apoB), and triglyceride concentrations, while increasing high-density lipoprotein cholesterol (HDL-C) levels."
,RU90395,1872X1680,DB02432,
906673-24-3,Crisaborole,1872X1761,,Intended for the topical treatment of mild to moderate atopic dermatitis in patients 2 years of age and older.
,"METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",1872X1804,,
,"(2R)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol",1872X1836,,
189261-10-7,Natalizumab,1873X1611,DB00108,For treatment of multiple sclerosis.
83-98-7,Orphenadrine,1873X1644,DB01173,Indicated for the treatment of Parkinson's disease.
,12-Phenylheme,1873X1681,DB02468,
,9-N-Phenylmethylamino-Tacrine,1873X1716,DB03672,
,AC162352,1873X1755,,Investigated for use/treatment in metabolic disease and obesity.
,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE",1873X1804,,
,"(1S,2S,3R,6R)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol",1873X1837,,
201410-53-9,Talarozole,1873X1944,DB13083,
105462-24-6,Risedronate,1874X1635,DB00884,"For the treatment of Paget's disease of the bone (osteitis deformans), postmenopausal and glucocorticoid-induced osteoporosis"
,Immucillin-G,1874X1674,DB02230,
113082-98-7,Enalkiren,1874X1708,DB03395,
,Tricarballylic Acid,1874X1742,DB04562,
211915-06-9,Dabigatran etexilate,1874X1788,,"Dabigatran is indicated for the prevention of venous thromboembolic events in patients who have undergone elective hip or knee replacement surgery (based on RE-NOVATE, RE-MODEL, and RE-MOBILIZE trials). In 2010, it was approved in the US and Canada for prevention of stroke and systemic embolism in patients with atrial fibrillation (approval based on the RE-LY trial). Contraindications: severe renal impairment (CrCL < 30 ml/min); haemorrhagic manifestations, bleeding diathesis or spontaneous or pharmacologic impairment of haemostasis; lesions at risk of clinically significant bleeding (e.g. extensive cerebral infarction (haemorrhagic or ischemic) in the last 6 months, active peptic ulcer disease); concomitant treatment with P-glycoprotein inhibitors (e.g. oral ketoconazole, verapamil); and those with known hypersensitivity to dabigatran, dabigatran etexilate or any ingredient used in the formulation or component of the container. As of December 2012, dabigatran is contraindicated in patients with mechanical prosthetic heart valves."
83-12-5,Phenindione,1875X1623,DB00498,"For the treatment of pulmonary embolism, cardiomyopathy, atrial fibrillation and flutter, cerebral embolism, mural thrombosis, and thrombophili. Also used for anticoagulant prophylaxis."
,beta-L-methyl-fucose,1875X1702,DB03194,
,Alpha-Methyl-N-Acetyl-D-Glucosamine,1875X1738,DB04426,
174636-32-9,Talnetant,1875X1783,,"Investigated for use/treatment in schizophrenia and schizoaffective disorders, irritable bowel syndrome (IBS), and chronic obstructive pulmonary disease (COPD)."
835619-41-5,Indeglitazar,1875X1819,,
871700-17-3,Trametinib,1875X1854,,"Trametinib is indicated for the treatment of unresectable or metastatic melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test [FDA].    In May 2018, it was approved for use with [DB08912] for the treatment of treat anaplastic thyroid cancer caused by an abnormal BRAF V600E gene [L2726]."
13311-84-7,Flutamide,1876X1623,DB00499,For the management of locally confined Stage B2-C and Stage D2 metastatic carcinoma of the prostate
86-87-3,1-naphthaleneacetic acid,1876X1660,DB01750,
608141-41-9,Apremilast,1876X1770,,Investigated for use/treatment in psoriasis and psoriatic disorders.
140608-64-6,Muromonab,1877X1610,DB00075,"For treatment of organ transplant recipients, prevention of organ rejection"
25812-30-0,Gemfibrozil,1877X1646,DB01241,For treatment of adult patients with very high elevations of serum triglyceride levels (types IV and V hyperlipidemia) who are at risk of developing pancreatitis (inflammation of the pancreas) and who do not respond adequately to a strict diet.
,N-Omega-Propyl-L-Arginine,1877X1686,DB02644,
,CAD106,1877X1759,,Investigated for use/treatment in alzheimer's disease.
,N-benzyl-4-[(2R)-pyrrolidin-2-ylmethoxy]aniline,1877X1805,,
,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",1877X1838,,
242138-07-4,Omalizumab,1878X1608,DB00043,For treatment of asthma caused by allergies
80-77-3,Chlormezanone,1878X1643,DB01178,Used in the management of anxiety and in the treatment of muscle spasm.
,CRA_1144,1878X1714,DB03643,
158382-37-7,Canfosfamide,1878X1753,,Intended for the treatment of various forms of cancer.
,4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide,1878X1801,,
,"(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE",1878X1835,,
1610761-46-0,Plozalizumab,1878X1926,DB12520,
52485-79-7,Buprenorphine,1879X1635,DB00921,"For the treatment of moderate to severe pain, peri-operative analgesia, and opioid dependence."
,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,1879X1711,DB03539,
,"(4-AMINO-2-{[1-(METHYLSULFONYL)PIPERIDIN-4-YL]AMINO}PYRIMIDIN-5-YL)(2,3-DIFLUORO-6-METHOXYPHENYL)METHANONE",1879X1829,,
923287-50-7,Opicapone,1879X1899,,Opicapone is approved as an adjunctive therapy in adults with Parkinson’s disease and end-of-dose motor fluctuations whose symptoms cannot be stabilized on levodopa/dopa decarboxylase inhibitor combinations [L2336].
58-19-5,Drostanolone,1880X1633,DB00858,"For use in females, for palliation of androgenresponsive recurrent mammary cancer in women who are more than one year but less than five years postmenopausal."
,N-1-Methylheptylformamide,1880X1670,DB02131,
,1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA,1880X1800,,
58-95-7,D-alpha-Tocopherol acetate,1880X1954,DB14002,"_In addition to any following information, owing to d-alpha-Tocopherol acetate's closely related chemical nature with alpha-Tocopherol acetate, please also refer to the drug information page for alpha-Tocopherol acetate for further data._    Vitamin E, known for its antioxidant activities, is protective against cardiovascular disease and some forms of cancer and has also demonstrated immune-enhancing effects. It may be of limited benefit in some with asthma and rheumatoid arthritis. It may be helpful in some neurological diseases including Alzheimer's, some eye disorders including cataracts, and diabetes and premenstrual syndrome. It may also help protect skin from ultraviolet irradiation although claims that it reverses skin aging, enhances male fertility and exercise performance are poorly supported. It may help relieve some muscle cramps."
92-13-7,Pilocarpine,1881X1640,DB01085,For the treatment of radiation-induced dry mouth (xerostomia) and symptoms of dry mouth in patients with Sj&ouml;grens syndrome.
,CR665,1881X1758,,Investigated for use/treatment in pain (acute or chronic).
912444-00-9,Veliparib,1881X1803,,
1655501-53-3,Fremanezumab,1881X1955,,The ongoing trials for fremanezumab are for episodic and chronic migraine prevention and also for cluster headache [A33114].
51-61-6,Dopamine,2250X1637,DB00988,"For the correction of hemodynamic imbalances present in the shock syndrome due to myocardial infarction, trauma, endotoxic septicemia, open-heart surgery, renal failure, and chronic cardiac decompensation as in congestive failure"
149859-17-6,"Mdl 101,146",2250X1676,DB02341,
,L-Myo-Inositol-1-Phosphate,2250X1711,DB03542,
,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,2250X1747,,
,(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid,2250X1799,,
103745-39-7,Fasudil,2250X1831,DB08162,
570406-98-3,Avatrombopag,2250X1910,,Indicated for the treatment of thrombocytopenia in adult patients with chronic liver disease who are scheduled to undergo a procedure [FDA label].
9004-66-4,Iron Dextran,2251X1634,DB00893,For treatment of patients with documented iron deficiency in whom oral administration is unsatisfactory or impossible. Also used to replenish body iron stores in Non-Dialysis Dependent-Chronic Kidney Disease (NDD-CKD) patients receiving or not receiving erythropoietin and in Hemodialysis Dependent (HDD-CKD) and Peritoneal Dialysis Dependent (PDD-CKD) - Chronic Kidney Disease patients receiving an erythropoietin.
78111-17-8,"9,10-Deepithio-9,10-Didehydroacanthifolicin",2251X1671,DB02169,
,9-Deazaadenine,2251X1710,DB03506,
57574-09-1,Amineptine,2251X1749,,For the treatment of depression.
,"(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime",2251X1832,,
1143503-69-8,Ixekizumab,2251X1897,,Ixekizumab is indicated for the treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.
134-49-6,Phenmetrazine,2252X1632,DB00830,Used as an anorectic in the treatment of obesity.
25546-65-0,Ribostamycin,2252X1713,DB03615,
,YSIL6,2252X1754,,"Investigated for use/treatment in crohn's disease, psoriasis and psoriatic disorders, and rheumatoid arthritis."
838853-48-8,Mifamurtide,2252X1948,,"Indicated in children, adolescents and young adults for the treatment of high-grade, resectable, non-metastatic osteosarcoma after macroscopically complete surgical resection, typically in combination with post-operative multi-agent chemotherapy [L1203]."
83-43-2,Methylprednisolone,2253X1636,DB00959,Adjunctive therapy for short-term administration in rheumatoid arthritis.
,1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,2253X1674,DB02277,
,"(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One",2253X1712,DB03583,
,Migalastat,2253X1754,,Investigated for use/treatment in fabry disease.
,(2S)-N-[(3Z)-5-CYCLOPROPYL-3H-PYRAZOL-3-YLIDENE]-2-[4-(2-OXOIMIDAZOLIDIN-1-YL)PHENYL]PROPANAMIDE,2253X1800,,
,"[5-(5-Amino-1H-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid",2253X1833,,
