Source_label,:TYPE,Target_label,HSA,Bliss,Loewe,ZIP
Riluzole,HAS_ANTAGONISM_WITH,Terazosin,7.02,-6.46,7.02,-6.46
Terazosin,HAS_ANTAGONISM_WITH,Riluzole,7.02,-6.46,7.02,-6.46
Riluzole,HAS_ANTAGONISM_WITH,Thalidomide,-0.48,-15.02,-0.49,-15.02
Thalidomide,HAS_ANTAGONISM_WITH,Riluzole,-0.48,-15.02,-0.49,-15.02
Riluzole,HAS_ANTAGONISM_WITH,Enalaprilat,-9.88,-25.27,-9.88,-25.27
Enalaprilat,HAS_ANTAGONISM_WITH,Riluzole,-9.88,-25.27,-9.88,-25.27
Riluzole,HAS_ANTAGONISM_WITH,Tetracycline,-6.47,-22.92,-6.47,-22.92
Tetracycline,HAS_ANTAGONISM_WITH,Riluzole,-6.47,-22.92,-6.47,-22.92
Riluzole,HAS_ANTAGONISM_WITH,Phenprocoumon,4.87,-11.58,4.87,-11.58
Phenprocoumon,HAS_ANTAGONISM_WITH,Riluzole,4.87,-11.58,4.87,-11.58
Riluzole,HAS_ANTAGONISM_WITH,Teriflunomide,-12.03,-26.13,-12.03,-26.13
Teriflunomide,HAS_ANTAGONISM_WITH,Riluzole,-12.03,-26.13,-12.03,-26.13
Riluzole,HAS_ANTAGONISM_WITH,Aliskiren,-0.76,-16.47,-0.76,-16.47
Aliskiren,HAS_ANTAGONISM_WITH,Riluzole,-0.76,-16.47,-0.76,-16.47
Riluzole,HAS_ANTAGONISM_WITH,Tolazoline,2.23,-10.09,2.22,-10.09
Tolazoline,HAS_ANTAGONISM_WITH,Riluzole,2.23,-10.09,2.22,-10.09
Riluzole,HAS_ANTAGONISM_WITH,Tranexamic Acid,-13.38,-25.46,-13.4,-25.46
Tranexamic Acid,HAS_ANTAGONISM_WITH,Riluzole,-13.38,-25.46,-13.4,-25.46
Riluzole,HAS_ANTAGONISM_WITH,Itraconazole,-4.99,-21.97,-4.99,-21.97
Itraconazole,HAS_ANTAGONISM_WITH,Riluzole,-4.99,-21.97,-4.99,-21.97
Riluzole,HAS_SYNERGISM_WITH,Tranylcypromine,14.62,0.67,14.61,0.67
Tranylcypromine,HAS_SYNERGISM_WITH,Riluzole,14.62,0.67,14.61,0.67
Riluzole,HAS_ANTAGONISM_WITH,Trazodone,0.41,-16.7,0.41,-16.7
Trazodone,HAS_ANTAGONISM_WITH,Riluzole,0.41,-16.7,0.41,-16.7
Riluzole,HAS_ANTAGONISM_WITH,Triamterene,-10.36,-24.79,-10.36,-24.79
Triamterene,HAS_ANTAGONISM_WITH,Riluzole,-10.36,-24.79,-10.36,-24.79
Riluzole,HAS_ANTAGONISM_WITH,Trifluoperazine,-8.42,-24.65,-8.42,-24.65
Trifluoperazine,HAS_ANTAGONISM_WITH,Riluzole,-8.42,-24.65,-8.42,-24.65
Riluzole,HAS_ANTAGONISM_WITH,Triflupromazine,1.48,-15.74,1.47,-15.74
Triflupromazine,HAS_ANTAGONISM_WITH,Riluzole,1.48,-15.74,1.47,-15.74
Riluzole,HAS_ANTAGONISM_WITH,Trihexyphenidyl,-9.07,-25.02,-9.07,-25.02
Trihexyphenidyl,HAS_ANTAGONISM_WITH,Riluzole,-9.07,-25.02,-9.07,-25.02
Riluzole,HAS_SYNERGISM_WITH,Trimethoprim,19.7,3.23,19.7,3.23
Trimethoprim,HAS_SYNERGISM_WITH,Riluzole,19.7,3.23,19.7,3.23
Riluzole,HAS_ANTAGONISM_WITH,Ranolazine,-9.6,-26.31,-9.6,-26.31
Ranolazine,HAS_ANTAGONISM_WITH,Riluzole,-9.6,-26.31,-9.6,-26.31
Riluzole,HAS_SYNERGISM_WITH,Zafirlukast,18.11,2.34,18.11,2.34
Zafirlukast,HAS_SYNERGISM_WITH,Riluzole,18.11,2.34,18.11,2.34
Riluzole,HAS_ANTAGONISM_WITH,Zaleplon,-5.39,-19.43,-5.39,-19.43
Zaleplon,HAS_ANTAGONISM_WITH,Riluzole,-5.39,-19.43,-5.39,-19.43
Riluzole,HAS_ANTAGONISM_WITH,Zonisamide,13.16,-1.57,13.14,-1.57
Zonisamide,HAS_ANTAGONISM_WITH,Riluzole,13.16,-1.57,13.14,-1.57
Riluzole,HAS_SYNERGISM_WITH,Prednisolone,15.34,11.16,15.33,11.16
Prednisolone,HAS_SYNERGISM_WITH,Riluzole,15.34,11.16,15.33,11.16
Riluzole,HAS_SYNERGISM_WITH,Epinephrine,5.53,3.78,5.53,3.78
Epinephrine,HAS_SYNERGISM_WITH,Riluzole,5.53,3.78,5.53,3.78
Riluzole,HAS_ANTAGONISM_WITH,Carbachol,-2.67,-16.4,-2.67,-16.4
Carbachol,HAS_ANTAGONISM_WITH,Riluzole,-2.67,-16.4,-2.67,-16.4
Riluzole,HAS_ANTAGONISM_WITH,Spironolactone,4.74,-11.35,4.73,-11.35
Spironolactone,HAS_ANTAGONISM_WITH,Riluzole,4.74,-11.35,4.73,-11.35
Riluzole,HAS_ANTAGONISM_WITH,Liothyronine,-7.81,-23.1,-7.81,-23.1
Liothyronine,HAS_ANTAGONISM_WITH,Riluzole,-7.81,-23.1,-7.81,-23.1
Riluzole,HAS_ANTAGONISM_WITH,Ethinyl Estradiol,-7.55,-22.19,-7.55,-22.19
Ethinyl Estradiol,HAS_ANTAGONISM_WITH,Riluzole,-7.55,-22.19,-7.55,-22.19
Riluzole,HAS_ANTAGONISM_WITH,Testosterone,-6.13,-23.1,-6.15,-23.1
Testosterone,HAS_ANTAGONISM_WITH,Riluzole,-6.13,-23.1,-6.15,-23.1
Riluzole,HAS_ANTAGONISM_WITH,Tetrabenazine,4.3,-9.97,4.29,-9.97
Tetrabenazine,HAS_ANTAGONISM_WITH,Riluzole,4.3,-9.97,4.29,-9.97
Riluzole,HAS_ANTAGONISM_WITH,Zileuton,-19.32,-34.04,-19.32,-34.04
Zileuton,HAS_ANTAGONISM_WITH,Riluzole,-19.32,-34.04,-19.32,-34.04
Riluzole,HAS_SYNERGISM_WITH,Clopidogrel,20.4,7.61,20.4,7.61
Clopidogrel,HAS_SYNERGISM_WITH,Riluzole,20.4,7.61,20.4,7.61
Riluzole,HAS_ANTAGONISM_WITH,Tiagabine,5.73,-10.42,5.72,-10.42
Tiagabine,HAS_ANTAGONISM_WITH,Riluzole,5.73,-10.42,5.72,-10.42
Riluzole,HAS_SYNERGISM_WITH,Ibutilide,22.93,8.01,22.93,8.01
Ibutilide,HAS_SYNERGISM_WITH,Riluzole,22.93,8.01,22.93,8.01
Riluzole,HAS_ANTAGONISM_WITH,Aripiprazole,-9.38,-24.71,-9.39,-24.71
Aripiprazole,HAS_ANTAGONISM_WITH,Riluzole,-9.38,-24.71,-9.39,-24.71
Riluzole,HAS_SYNERGISM_WITH,Methylene blue,0.25,2.12,-19.98,1.87
Methylene blue,HAS_SYNERGISM_WITH,Riluzole,0.25,2.12,-19.98,1.87
Riluzole,HAS_ANTAGONISM_WITH,Proguanil,-2.68,-16.62,-2.68,-16.62
Proguanil,HAS_ANTAGONISM_WITH,Riluzole,-2.68,-16.62,-2.68,-16.62
Riluzole,HAS_ANTAGONISM_WITH,Cytarabine,-5.18,-5.86,-5.19,-5.86
Cytarabine,HAS_ANTAGONISM_WITH,Riluzole,-5.18,-5.86,-5.19,-5.86
Riluzole,HAS_ANTAGONISM_WITH,Ivermectin,-11.7,-19.99,-11.7,-19.99
Ivermectin,HAS_ANTAGONISM_WITH,Riluzole,-11.7,-19.99,-11.7,-19.99
Riluzole,HAS_SYNERGISM_WITH,Palonosetron,79.72,65.72,79.71,65.72
Palonosetron,HAS_SYNERGISM_WITH,Riluzole,79.72,65.72,79.71,65.72
Riluzole,HAS_SYNERGISM_WITH,Everolimus,22.32,15.94,22.28,15.94
Everolimus,HAS_SYNERGISM_WITH,Riluzole,22.32,15.94,22.28,15.94
Riluzole,HAS_ANTAGONISM_WITH,Oseltamivir,-8.77,-23.47,-8.77,-23.47
Oseltamivir,HAS_ANTAGONISM_WITH,Riluzole,-8.77,-23.47,-8.77,-23.47
Riluzole,HAS_SYNERGISM_WITH,Trilostane,17.37,2.21,17.36,2.21
Trilostane,HAS_SYNERGISM_WITH,Riluzole,17.37,2.21,17.36,2.21
Riluzole,HAS_ANTAGONISM_WITH,Propylthiouracil,3.17,-11.54,3.15,-11.54
Propylthiouracil,HAS_ANTAGONISM_WITH,Riluzole,3.17,-11.54,3.15,-11.54
Riluzole,HAS_ANTAGONISM_WITH,Etomidate,-13.32,-25.64,-13.33,-25.64
Etomidate,HAS_ANTAGONISM_WITH,Riluzole,-13.32,-25.64,-13.33,-25.64
Riluzole,HAS_ANTAGONISM_WITH,Mercaptopurine,5.7,-10.32,5.7,-10.32
Mercaptopurine,HAS_ANTAGONISM_WITH,Riluzole,5.7,-10.32,5.7,-10.32
Riluzole,HAS_ANTAGONISM_WITH,Dopamine,11.82,-3.7,11.82,-3.7
Dopamine,HAS_ANTAGONISM_WITH,Riluzole,11.82,-3.7,11.82,-3.7
Riluzole,HAS_ANTAGONISM_WITH,Sertraline,3.45,-12.9,3.44,-12.9
Sertraline,HAS_ANTAGONISM_WITH,Riluzole,3.45,-12.9,3.44,-12.9
Riluzole,HAS_SYNERGISM_WITH,Isosorbide Dinitrate,27.26,12.57,27.26,12.57
Isosorbide Dinitrate,HAS_SYNERGISM_WITH,Riluzole,27.26,12.57,27.26,12.57
Riluzole,HAS_SYNERGISM_WITH,Dantrolene,14.17,0.6,14.17,0.6
Dantrolene,HAS_SYNERGISM_WITH,Riluzole,14.17,0.6,14.17,0.6
Riluzole,HAS_ANTAGONISM_WITH,Cisapride,-12.91,-28.01,-12.91,-28.01
Cisapride,HAS_ANTAGONISM_WITH,Riluzole,-12.91,-28.01,-12.91,-28.01
Riluzole,HAS_ANTAGONISM_WITH,Dutasteride,-10.05,-23.52,-10.05,-23.52
Dutasteride,HAS_ANTAGONISM_WITH,Riluzole,-10.05,-23.52,-10.05,-23.52
Riluzole,HAS_SYNERGISM_WITH,Panobinostat,10.13,15.92,-1.78,11.85
Panobinostat,HAS_SYNERGISM_WITH,Riluzole,10.13,15.92,-1.78,11.85
Riluzole,HAS_SYNERGISM_WITH,Acamprosate,38.58,22.99,38.58,22.99
Acamprosate,HAS_SYNERGISM_WITH,Riluzole,38.58,22.99,38.58,22.99
Riluzole,HAS_ANTAGONISM_WITH,Atovaquone,-6.54,-18.97,-6.56,-18.97
Atovaquone,HAS_ANTAGONISM_WITH,Riluzole,-6.54,-18.97,-6.56,-18.97
Riluzole,HAS_SYNERGISM_WITH,Rosiglitazone,21.23,7.62,21.23,7.62
Rosiglitazone,HAS_SYNERGISM_WITH,Riluzole,21.23,7.62,21.23,7.62
Riluzole,HAS_ANTAGONISM_WITH,Methylergometrine,-5.31,-20.32,-5.31,-20.32
Methylergometrine,HAS_ANTAGONISM_WITH,Riluzole,-5.31,-20.32,-5.31,-20.32
Riluzole,HAS_ANTAGONISM_WITH,Cevimeline,-2.18,-16.03,-2.18,-16.03
Cevimeline,HAS_ANTAGONISM_WITH,Riluzole,-2.18,-16.03,-2.18,-16.03
Riluzole,HAS_ANTAGONISM_WITH,Argatroban,9.63,-4.62,9.62,-4.62
Argatroban,HAS_ANTAGONISM_WITH,Riluzole,9.63,-4.62,9.62,-4.62
Riluzole,HAS_ANTAGONISM_WITH,Azacitidine,-3.27,-3.86,-3.28,-3.86
Azacitidine,HAS_ANTAGONISM_WITH,Riluzole,-3.27,-3.86,-3.28,-3.86
Riluzole,HAS_ANTAGONISM_WITH,Galantamine,-14.85,-27.32,-14.86,-27.32
Galantamine,HAS_ANTAGONISM_WITH,Riluzole,-14.85,-27.32,-14.86,-27.32
Riluzole,HAS_SYNERGISM_WITH,Armodafinil,22.64,9.47,22.63,9.47
Armodafinil,HAS_SYNERGISM_WITH,Riluzole,22.64,9.47,22.63,9.47
Risperidone,HAS_ANTAGONISM_WITH,Miglustat,-9.03,-24.92,-9.05,-24.92
Miglustat,HAS_ANTAGONISM_WITH,Risperidone,-9.03,-24.92,-9.05,-24.92
Risperidone,HAS_ANTAGONISM_WITH,Entacapone,-11.46,-25.8,-11.48,-25.8
Entacapone,HAS_ANTAGONISM_WITH,Risperidone,-11.46,-25.8,-11.48,-25.8
Risperidone,HAS_SYNERGISM_WITH,Acitretin,10.35,0.11,10.35,0.11
Acitretin,HAS_SYNERGISM_WITH,Risperidone,10.35,0.11,10.35,0.11
Risperidone,HAS_ANTAGONISM_WITH,Levetiracetam,1.02,-13.75,1.0,-13.75
Levetiracetam,HAS_ANTAGONISM_WITH,Risperidone,1.02,-13.75,1.0,-13.75
Risperidone,HAS_ANTAGONISM_WITH,Nabilone,-9.46,-21.18,-9.46,-21.18
Nabilone,HAS_ANTAGONISM_WITH,Risperidone,-9.46,-21.18,-9.46,-21.18
Risperidone,HAS_ANTAGONISM_WITH,Topiramate,-12.85,-28.33,-12.87,-28.33
Topiramate,HAS_ANTAGONISM_WITH,Risperidone,-12.85,-28.33,-12.87,-28.33
Risperidone,HAS_ANTAGONISM_WITH,Imatinib,-0.48,-2.12,-0.48,-2.12
Imatinib,HAS_ANTAGONISM_WITH,Risperidone,-0.48,-2.12,-0.48,-2.12
Risperidone,HAS_ANTAGONISM_WITH,Vorinostat,-32.65,-33.42,-32.65,-33.42
Vorinostat,HAS_ANTAGONISM_WITH,Risperidone,-32.65,-33.42,-32.65,-33.42
Risperidone,HAS_ANTAGONISM_WITH,Dexmedetomidine,-11.07,-25.72,-11.07,-25.72
Dexmedetomidine,HAS_ANTAGONISM_WITH,Risperidone,-11.07,-25.72,-11.07,-25.72
Risperidone,HAS_ANTAGONISM_WITH,Iloprost,-7.89,-22.52,-7.89,-22.52
Iloprost,HAS_ANTAGONISM_WITH,Risperidone,-7.89,-22.52,-7.89,-22.52
Risperidone,HAS_ANTAGONISM_WITH,Nateglinide,-9.32,-24.43,-9.34,-24.43
Nateglinide,HAS_ANTAGONISM_WITH,Risperidone,-9.32,-24.43,-9.34,-24.43
Risperidone,HAS_ANTAGONISM_WITH,Fluvoxamine,6.67,-8.29,6.67,-8.29
Fluvoxamine,HAS_ANTAGONISM_WITH,Risperidone,6.67,-8.29,6.67,-8.29
Risperidone,HAS_ANTAGONISM_WITH,Sunitinib,-19.3,-33.91,-19.3,-33.91
Sunitinib,HAS_ANTAGONISM_WITH,Risperidone,-19.3,-33.91,-19.3,-33.91
Risperidone,HAS_ANTAGONISM_WITH,Sulfinpyrazone,5.25,-9.7,5.23,-9.7
Sulfinpyrazone,HAS_ANTAGONISM_WITH,Risperidone,5.25,-9.7,5.23,-9.7
Risperidone,HAS_ANTAGONISM_WITH,Sumatriptan,-2.97,-18.39,-2.97,-18.39
Sumatriptan,HAS_ANTAGONISM_WITH,Risperidone,-2.97,-18.39,-2.97,-18.39
Risperidone,HAS_ANTAGONISM_WITH,Naltrexone,-1.92,-16.57,-1.93,-16.57
Naltrexone,HAS_ANTAGONISM_WITH,Risperidone,-1.92,-16.57,-1.93,-16.57
Risperidone,HAS_ANTAGONISM_WITH,Dextromethorphan,-7.18,-17.2,-7.19,-17.2
Dextromethorphan,HAS_ANTAGONISM_WITH,Risperidone,-7.18,-17.2,-7.19,-17.2
Risperidone,HAS_ANTAGONISM_WITH,Terazosin,-5.36,-19.21,-5.38,-19.21
Terazosin,HAS_ANTAGONISM_WITH,Risperidone,-5.36,-19.21,-5.38,-19.21
Risperidone,HAS_ANTAGONISM_WITH,Thalidomide,-12.08,-27.01,-12.1,-27.01
Thalidomide,HAS_ANTAGONISM_WITH,Risperidone,-12.08,-27.01,-12.1,-27.01
Risperidone,HAS_ANTAGONISM_WITH,Enalaprilat,-10.27,-25.06,-10.28,-25.06
Enalaprilat,HAS_ANTAGONISM_WITH,Risperidone,-10.27,-25.06,-10.28,-25.06
Risperidone,HAS_ANTAGONISM_WITH,Tetracycline,-12.94,-27.74,-12.94,-27.74
Tetracycline,HAS_ANTAGONISM_WITH,Risperidone,-12.94,-27.74,-12.94,-27.74
Risperidone,HAS_ANTAGONISM_WITH,Phenprocoumon,-3.39,-18.27,-3.39,-18.27
Phenprocoumon,HAS_ANTAGONISM_WITH,Risperidone,-3.39,-18.27,-3.39,-18.27
Risperidone,HAS_ANTAGONISM_WITH,Teriflunomide,-7.81,-20.56,-7.81,-20.56
Teriflunomide,HAS_ANTAGONISM_WITH,Risperidone,-7.81,-20.56,-7.81,-20.56
Risperidone,HAS_ANTAGONISM_WITH,Aliskiren,-10.57,-25.87,-10.57,-25.87
Aliskiren,HAS_ANTAGONISM_WITH,Risperidone,-10.57,-25.87,-10.57,-25.87
Risperidone,HAS_ANTAGONISM_WITH,Tolazoline,2.13,-9.54,2.11,-9.54
Tolazoline,HAS_ANTAGONISM_WITH,Risperidone,2.13,-9.54,2.11,-9.54
Risperidone,HAS_ANTAGONISM_WITH,Tranexamic Acid,-6.54,-19.93,-6.56,-19.93
Tranexamic Acid,HAS_ANTAGONISM_WITH,Risperidone,-6.54,-19.93,-6.56,-19.93
Risperidone,HAS_ANTAGONISM_WITH,Itraconazole,1.92,-12.47,1.92,-12.47
Itraconazole,HAS_ANTAGONISM_WITH,Risperidone,1.92,-12.47,1.92,-12.47
Risperidone,HAS_ANTAGONISM_WITH,Tranylcypromine,8.42,-5.9,8.4,-5.9
Tranylcypromine,HAS_ANTAGONISM_WITH,Risperidone,8.42,-5.9,8.4,-5.9
Risperidone,HAS_SYNERGISM_WITH,Trazodone,32.27,17.77,32.27,17.77
Trazodone,HAS_SYNERGISM_WITH,Risperidone,32.27,17.77,32.27,17.77
Risperidone,HAS_ANTAGONISM_WITH,Triamterene,-8.09,-22.91,-8.11,-22.91
Triamterene,HAS_ANTAGONISM_WITH,Risperidone,-8.09,-22.91,-8.11,-22.91
Risperidone,HAS_ANTAGONISM_WITH,Trifluoperazine,-12.9,-28.54,-12.91,-28.54
Trifluoperazine,HAS_ANTAGONISM_WITH,Risperidone,-12.9,-28.54,-12.91,-28.54
Risperidone,HAS_ANTAGONISM_WITH,Triflupromazine,2.08,-12.52,2.08,-12.52
Triflupromazine,HAS_ANTAGONISM_WITH,Risperidone,2.08,-12.52,2.08,-12.52
Risperidone,HAS_ANTAGONISM_WITH,Trihexyphenidyl,1.16,-13.84,1.16,-13.84
Trihexyphenidyl,HAS_ANTAGONISM_WITH,Risperidone,1.16,-13.84,1.16,-13.84
Risperidone,HAS_ANTAGONISM_WITH,Trimethoprim,7.31,-7.52,7.31,-7.52
Trimethoprim,HAS_ANTAGONISM_WITH,Risperidone,7.31,-7.52,7.31,-7.52
Risperidone,HAS_ANTAGONISM_WITH,Ranolazine,7.05,-8.07,7.05,-8.07
Ranolazine,HAS_ANTAGONISM_WITH,Risperidone,7.05,-8.07,7.05,-8.07
Risperidone,HAS_ANTAGONISM_WITH,Zafirlukast,0.26,-15.79,0.26,-15.79
Zafirlukast,HAS_ANTAGONISM_WITH,Risperidone,0.26,-15.79,0.26,-15.79
Risperidone,HAS_ANTAGONISM_WITH,Zaleplon,-2.67,-17.09,-2.69,-17.09
Zaleplon,HAS_ANTAGONISM_WITH,Risperidone,-2.67,-17.09,-2.69,-17.09
Risperidone,HAS_ANTAGONISM_WITH,Zonisamide,-10.58,-24.7,-10.6,-24.7
Zonisamide,HAS_ANTAGONISM_WITH,Risperidone,-10.58,-24.7,-10.6,-24.7
Risperidone,HAS_SYNERGISM_WITH,Prednisolone,16.15,12.36,16.15,12.36
Prednisolone,HAS_SYNERGISM_WITH,Risperidone,16.15,12.36,16.15,12.36
Risperidone,HAS_SYNERGISM_WITH,Epinephrine,2.63,1.05,2.63,1.05
Epinephrine,HAS_SYNERGISM_WITH,Risperidone,2.63,1.05,2.63,1.05
Risperidone,HAS_ANTAGONISM_WITH,Carbachol,-8.72,-23.83,-8.72,-23.83
Carbachol,HAS_ANTAGONISM_WITH,Risperidone,-8.72,-23.83,-8.72,-23.83
Risperidone,HAS_ANTAGONISM_WITH,Spironolactone,-14.94,-29.42,-14.94,-29.42
Spironolactone,HAS_ANTAGONISM_WITH,Risperidone,-14.94,-29.42,-14.94,-29.42
Risperidone,HAS_ANTAGONISM_WITH,Liothyronine,-7.81,-23.21,-7.83,-23.21
Liothyronine,HAS_ANTAGONISM_WITH,Risperidone,-7.81,-23.21,-7.83,-23.21
Risperidone,HAS_SYNERGISM_WITH,Ethinyl Estradiol,31.22,16.18,31.22,16.18
Ethinyl Estradiol,HAS_SYNERGISM_WITH,Risperidone,31.22,16.18,31.22,16.18
Risperidone,HAS_ANTAGONISM_WITH,Testosterone,-16.59,-30.97,-16.59,-30.97
Testosterone,HAS_ANTAGONISM_WITH,Risperidone,-16.59,-30.97,-16.59,-30.97
Risperidone,HAS_ANTAGONISM_WITH,Tetrabenazine,-3.27,-17.93,-3.29,-17.93
Tetrabenazine,HAS_ANTAGONISM_WITH,Risperidone,-3.27,-17.93,-3.29,-17.93
Risperidone,HAS_ANTAGONISM_WITH,Zileuton,12.51,-1.65,12.51,-1.65
Zileuton,HAS_ANTAGONISM_WITH,Risperidone,12.51,-1.65,12.51,-1.65
Risperidone,HAS_ANTAGONISM_WITH,Clopidogrel,-10.14,-24.27,-10.14,-24.27
Clopidogrel,HAS_ANTAGONISM_WITH,Risperidone,-10.14,-24.27,-10.14,-24.27
Risperidone,HAS_ANTAGONISM_WITH,Tiagabine,-15.03,-28.71,-15.03,-28.71
Tiagabine,HAS_ANTAGONISM_WITH,Risperidone,-15.03,-28.71,-15.03,-28.71
Risperidone,HAS_ANTAGONISM_WITH,Ibutilide,-9.27,-23.58,-9.28,-23.58
Ibutilide,HAS_ANTAGONISM_WITH,Risperidone,-9.27,-23.58,-9.28,-23.58
Risperidone,HAS_SYNERGISM_WITH,Aripiprazole,29.03,15.16,29.03,15.16
Aripiprazole,HAS_SYNERGISM_WITH,Risperidone,29.03,15.16,29.03,15.16
Risperidone,HAS_ANTAGONISM_WITH,Proguanil,-6.2,-20.51,-6.22,-20.51
Proguanil,HAS_ANTAGONISM_WITH,Risperidone,-6.2,-20.51,-6.22,-20.51
Risperidone,HAS_SYNERGISM_WITH,Cytarabine,1.71,1.32,1.71,1.32
Cytarabine,HAS_SYNERGISM_WITH,Risperidone,1.71,1.32,1.71,1.32
Risperidone,HAS_ANTAGONISM_WITH,Ivermectin,-7.45,-15.96,-7.46,-15.96
Ivermectin,HAS_ANTAGONISM_WITH,Risperidone,-7.45,-15.96,-7.46,-15.96
Risperidone,HAS_SYNERGISM_WITH,Palonosetron,80.71,66.33,80.69,66.33
Palonosetron,HAS_SYNERGISM_WITH,Risperidone,80.71,66.33,80.69,66.33
Risperidone,HAS_SYNERGISM_WITH,Everolimus,12.06,5.81,12.06,5.81
Everolimus,HAS_SYNERGISM_WITH,Risperidone,12.06,5.81,12.06,5.81
Risperidone,HAS_ANTAGONISM_WITH,Oseltamivir,5.41,-9.69,5.39,-9.69
Oseltamivir,HAS_ANTAGONISM_WITH,Risperidone,5.41,-9.69,5.39,-9.69
Risperidone,HAS_ANTAGONISM_WITH,Trilostane,1.89,-13.69,1.87,-13.69
Trilostane,HAS_ANTAGONISM_WITH,Risperidone,1.89,-13.69,1.87,-13.69
Risperidone,HAS_ANTAGONISM_WITH,Propylthiouracil,-10.84,-25.95,-10.86,-25.95
Propylthiouracil,HAS_ANTAGONISM_WITH,Risperidone,-10.84,-25.95,-10.86,-25.95
Risperidone,HAS_ANTAGONISM_WITH,Etomidate,-2.75,-16.39,-2.77,-16.39
Etomidate,HAS_ANTAGONISM_WITH,Risperidone,-2.75,-16.39,-2.77,-16.39
Risperidone,HAS_ANTAGONISM_WITH,Mercaptopurine,0.53,-13.97,0.53,-13.97
Mercaptopurine,HAS_ANTAGONISM_WITH,Risperidone,0.53,-13.97,0.53,-13.97
Risperidone,HAS_ANTAGONISM_WITH,Dopamine,-13.47,-28.57,-13.47,-28.57
Dopamine,HAS_ANTAGONISM_WITH,Risperidone,-13.47,-28.57,-13.47,-28.57
Risperidone,HAS_ANTAGONISM_WITH,Sertraline,-14.89,-29.61,-14.89,-29.61
Sertraline,HAS_ANTAGONISM_WITH,Risperidone,-14.89,-29.61,-14.89,-29.61
Risperidone,HAS_ANTAGONISM_WITH,Isosorbide Dinitrate,-3.12,-18.21,-3.13,-18.21
Isosorbide Dinitrate,HAS_ANTAGONISM_WITH,Risperidone,-3.12,-18.21,-3.13,-18.21
Risperidone,HAS_ANTAGONISM_WITH,Dantrolene,-18.4,-30.62,-18.4,-30.62
Dantrolene,HAS_ANTAGONISM_WITH,Risperidone,-18.4,-30.62,-18.4,-30.62
Risperidone,HAS_ANTAGONISM_WITH,Cisapride,-4.6,-20.05,-4.6,-20.05
Cisapride,HAS_ANTAGONISM_WITH,Risperidone,-4.6,-20.05,-4.6,-20.05
Risperidone,HAS_ANTAGONISM_WITH,Dutasteride,-10.46,-25.3,-10.46,-25.3
Dutasteride,HAS_ANTAGONISM_WITH,Risperidone,-10.46,-25.3,-10.46,-25.3
Risperidone,HAS_SYNERGISM_WITH,Acamprosate,28.14,14.1,28.14,14.1
Acamprosate,HAS_SYNERGISM_WITH,Risperidone,28.14,14.1,28.14,14.1
Risperidone,HAS_ANTAGONISM_WITH,Atovaquone,-8.75,-22.51,-8.77,-22.51
Atovaquone,HAS_ANTAGONISM_WITH,Risperidone,-8.75,-22.51,-8.77,-22.51
Risperidone,HAS_ANTAGONISM_WITH,Rosiglitazone,-8.2,-22.17,-8.22,-22.17
Rosiglitazone,HAS_ANTAGONISM_WITH,Risperidone,-8.2,-22.17,-8.22,-22.17
Risperidone,HAS_ANTAGONISM_WITH,Methylergometrine,-8.07,-22.47,-8.07,-22.47
Methylergometrine,HAS_ANTAGONISM_WITH,Risperidone,-8.07,-22.47,-8.07,-22.47
Risperidone,HAS_ANTAGONISM_WITH,Cevimeline,0.39,-14.85,0.38,-14.85
Cevimeline,HAS_ANTAGONISM_WITH,Risperidone,0.39,-14.85,0.38,-14.85
Risperidone,HAS_ANTAGONISM_WITH,Argatroban,-8.82,-24.24,-8.82,-24.24
Argatroban,HAS_ANTAGONISM_WITH,Risperidone,-8.82,-24.24,-8.82,-24.24
Risperidone,HAS_SYNERGISM_WITH,Azacitidine,4.26,3.73,4.26,3.73
Azacitidine,HAS_SYNERGISM_WITH,Risperidone,4.26,3.73,4.26,3.73
Risperidone,HAS_ANTAGONISM_WITH,Galantamine,-11.78,-24.59,-11.8,-24.59
Galantamine,HAS_ANTAGONISM_WITH,Risperidone,-11.78,-24.59,-11.8,-24.59
Risperidone,HAS_SYNERGISM_WITH,Armodafinil,16.82,3.29,16.8,3.29
Armodafinil,HAS_SYNERGISM_WITH,Risperidone,16.82,3.29,16.8,3.29
Rofecoxib,HAS_ANTAGONISM_WITH,Panobinostat,0.67,-0.21,-17.5,-1.12
Panobinostat,HAS_ANTAGONISM_WITH,Rofecoxib,0.67,-0.21,-17.5,-1.12
Rolipram,HAS_SYNERGISM_WITH,Panobinostat,3.71,9.31,-17.55,7.05
Panobinostat,HAS_SYNERGISM_WITH,Rolipram,3.71,9.31,-17.55,7.05
Doxofylline,HAS_SYNERGISM_WITH,Panobinostat,1.33,5.71,-15.63,7.52
Panobinostat,HAS_SYNERGISM_WITH,Doxofylline,1.33,5.71,-15.63,7.52
Tucatinib,HAS_ANTAGONISM_WITH,Panobinostat,0.66,-2.02,-7.91,-0.78
Panobinostat,HAS_ANTAGONISM_WITH,Tucatinib,0.66,-2.02,-7.91,-0.78
Pefloxacin,HAS_SYNERGISM_WITH,Panobinostat,12.37,21.25,-3.3,20.49
Panobinostat,HAS_SYNERGISM_WITH,Pefloxacin,12.37,21.25,-3.3,20.49
Selisistat,HAS_ANTAGONISM_WITH,Panobinostat,0.87,-1.07,-12.95,-0.92
